"Year","Measure Type","Leading 10 Ranking","Measure","Group","Subgroup","Estimate Type","Estimate","Standard Error","Lower 95% CI","Upper 95% CI","Reliable"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By race/ethnicity","Non-Hispanic other","Visit count",,,,,"No"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By region","Northeast","Visit count","925,000","179,000","574,000","1,276,000","Yes"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By region","Midwest","Visit count","1,246,000","299,000","660,000","1,831,000","Yes"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By region","South","Visit count","1,594,000","238,000","1,127,000","2,060,000","Yes"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By region","West","Visit count","1,009,000","186,000","645,000","1,373,000","Yes"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By metropolitan statistical area (MSA)","MSA","Visit count","3,660,000","330,000","3,013,000","4,307,000","Yes"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By metropolitan statistical area (MSA)","Non-MSA","Visit count",,,,,"No"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By primary payment source","Private insurance","Visit count","921,000","116,000","693,000","1,149,000","Yes"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By primary payment source","Medicare","Visit count","2,254,000","276,000","1,713,000","2,795,000","Yes"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By primary payment source","Medicaid","Visit count","680,000","102,000","481,000","879,000","Yes"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By primary payment source","Uninsured","Visit count",,,,,"No"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By primary payment source","Other","Visit count",,,,,"No"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","Total","All visits","Visit count","3,672,000","303,000","3,078,000","4,267,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By sex","Female","Visit count","1,853,000","176,000","1,507,000","2,198,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By sex","Male","Visit count","1,820,000","202,000","1,424,000","2,216,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By age","0-17 years old","Visit count","1,568,000","170,000","1,234,000","1,901,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By age","18-44 years old","Visit count","1,239,000","151,000","944,000","1,535,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By age","45-64 years old","Visit count","447,000","72,000","306,000","588,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By age","65+ years old","Visit count","419,000","77,000","268,000","569,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By race/ethnicity","Non-Hispanic white","Visit count","1,591,000","157,000","1,284,000","1,898,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By race/ethnicity","Non-Hispanic black","Visit count","1,063,000","131,000","807,000","1,319,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By race/ethnicity","Hispanic","Visit count","789,000","143,000","508,000","1,070,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By race/ethnicity","Non-Hispanic other","Visit count","229,000","65,000","101,000","357,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By region","Northeast","Visit count","837,000","127,000","588,000","1,086,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By region","Midwest","Visit count","753,000","124,000","511,000","995,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By region","South","Visit count","1,231,000","181,000","875,000","1,587,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By region","West","Visit count","851,000","166,000","525,000","1,177,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By metropolitan statistical area (MSA)","MSA","Visit count","2,959,000","277,000","2,417,000","3,502,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By metropolitan statistical area (MSA)","Non-MSA","Visit count","713,000","153,000","412,000","1,014,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By primary payment source","Private insurance","Visit count","809,000","126,000","563,000","1,056,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By primary payment source","Medicare","Visit count","472,000","81,000","314,000","630,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By primary payment source","Medicaid","Visit count","1,528,000","173,000","1,189,000","1,866,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By primary payment source","Uninsured","Visit count","248,000","55,000","140,000","356,000","Yes"
"2016","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By primary payment source","Other","Visit count",,,,,"No"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","Total","All visits","Visit count","5,037,000","376,000","4,301,000","5,773,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By sex","Female","Visit count","2,534,000","236,000","2,070,000","2,997,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By sex","Male","Visit count","2,503,000","214,000","2,084,000","2,923,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By age","0-17 years old","Visit count","1,182,000","159,000","870,000","1,495,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By age","18-44 years old","Visit count","2,143,000","192,000","1,767,000","2,519,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By age","45-64 years old","Visit count","1,068,000","131,000","811,000","1,325,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By age","65+ years old","Visit count","644,000","101,000","446,000","842,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By race/ethnicity","Non-Hispanic white","Visit count","3,024,000","266,000","2,502,000","3,545,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By race/ethnicity","Non-Hispanic black","Visit count","1,076,000","151,000","781,000","1,371,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By race/ethnicity","Hispanic","Visit count","850,000","127,000","601,000","1,098,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By race/ethnicity","Non-Hispanic other","Visit count",,,,,"No"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By region","Northeast","Visit count","811,000","149,000","519,000","1,103,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By region","Midwest","Visit count","943,000","152,000","646,000","1,240,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By region","South","Visit count","2,009,000","222,000","1,575,000","2,443,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By region","West","Visit count","1,274,000","214,000","854,000","1,694,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By metropolitan statistical area (MSA)","MSA","Visit count","4,228,000","375,000","3,494,000","4,962,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By metropolitan statistical area (MSA)","Non-MSA","Visit count","809,000","147,000","522,000","1,096,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By primary payment source","Private insurance","Visit count","1,106,000","143,000","826,000","1,387,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By primary payment source","Medicare","Visit count","749,000","107,000","539,000","958,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By primary payment source","Medicaid","Visit count","1,877,000","186,000","1,511,000","2,242,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By primary payment source","Uninsured","Visit count","533,000","101,000","336,000","730,000","Yes"
"2016","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By primary payment source","Other","Visit count",,,,,"No"
"2017","By primary diagnosis","0","All diagnoses","Total","All visits","Visit count","138,977,000","10,277,000","118,835,000","159,120,000","Yes"
"2017","By primary diagnosis","0","All diagnoses","By sex","Female","Visit count","77,215,000","5,846,000","65,757,000","88,674,000","Yes"
"2017","By primary diagnosis","0","All diagnoses","By sex","Male","Visit count","61,762,000","4,589,000","52,767,000","70,757,000","Yes"
"2017","By primary diagnosis","0","All diagnoses","By age","0-17 years old","Visit count","33,698,000","4,133,000","25,598,000","41,798,000","Yes"
"2017","By primary diagnosis","0","All diagnoses","By age","18-44 years old","Visit count","53,072,000","4,123,000","44,992,000","61,153,000","Yes"
"2017","By primary diagnosis","0","All diagnoses","By age","45-64 years old","Visit count","29,828,000","2,462,000","25,002,000","34,653,000","Yes"
"2017","By primary diagnosis","0","All diagnoses","By age","65+ years old","Visit count","22,379,000","2,068,000","18,325,000","26,433,000","Yes"
"2017","By primary diagnosis","0","All diagnoses","By race/ethnicity","Non-Hispanic white","Visit count","77,187,000","6,145,000","65,144,000","89,231,000","Yes"
"2017","By primary diagnosis","0","All diagnoses","By race/ethnicity","Non-Hispanic black","Visit count","34,846,000","3,486,000","28,015,000","41,678,000","Yes"
"2017","By primary diagnosis","0","All diagnoses","By race/ethnicity","Hispanic","Visit count","22,077,000","3,241,000","15,724,000","28,430,000","Yes"
"2017","By primary diagnosis","0","All diagnoses","By race/ethnicity","Non-Hispanic other","Visit count","4,866,000","889,000","3,124,000","6,608,000","Yes"
"2017","By primary diagnosis","0","All diagnoses","By region","Northeast","Visit count","18,450,000","3,495,000","11,600,000","25,300,000","Yes"
"2017","By primary diagnosis","0","All diagnoses","By region","Midwest","Visit count","36,860,000","5,146,000","26,774,000","46,947,000","Yes"
"2017","By primary diagnosis","0","All diagnoses","By region","South","Visit count","59,389,000","7,000,000","45,670,000","73,109,000","Yes"
"2017","By primary diagnosis","0","All diagnoses","By region","West","Visit count","24,277,000","4,135,000","16,173,000","32,382,000","Yes"
"2017","By primary diagnosis","0","All diagnoses","By metropolitan statistical area (MSA)","MSA","Visit count","120,450,000","10,174,000","100,509,000","140,391,000","Yes"
"2017","By primary diagnosis","0","All diagnoses","By metropolitan statistical area (MSA)","Non-MSA","Visit count","18,527,000","3,067,000","12,517,000","24,538,000","Yes"
"2017","By primary diagnosis","0","All diagnoses","By primary payment source","Private insurance","Visit count","33,369,000","2,752,000","27,975,000","38,763,000","Yes"
